Date_Time,SiteID,Date,Time,Air.Temp..C,Air.LoggerID,Air.RowID,Water.Temp..C,Water.BP.psi,Air.BP.psi,Water.Level.ft,Water.LoggerID,Water.RowID
2013-01-01 00:00:00,HRCC,2013-01-01,00:00:00,-1.756,1134444,3571,-0.004,NA,NA,NA,1134445,3571
2013-01-01 00:30:00,HRCC,2013-01-01,00:30:00,-1.727,1134444,3572,-0.004,NA,NA,NA,1134445,3572
2013-01-01 01:00:00,HRCC,2013-01-01,01:00:00,-1.699,1134444,3573,-0.004,NA,NA,NA,1134445,3573
2013-01-01 01:30:00,HRCC,2013-01-01,01:30:00,-1.785,1134444,3574,-0.004,NA,NA,NA,1134445,3574
2013-01-01 02:00:00,HRCC,2013-01-01,02:00:00,-1.814,1134444,3575,-0.004,NA,NA,NA,1134445,3575
2013-01-01 02:30:00,HRCC,2013-01-01,02:30:00,-1.814,1134444,3576,-0.004,NA,NA,NA,1134445,3576
2013-01-01 03:00:00,HRCC,2013-01-01,03:00:00,-1.727,1134444,3577,0.024,NA,NA,NA,1134445,3577
2013-01-01 03:30:00,HRCC,2013-01-01,03:30:00,-1.584,1134444,3578,0.024,NA,NA,NA,1134445,3578
2013-01-01 04:00:00,HRCC,2013-01-01,04:00:00,-1.47,1134444,3579,0.024,NA,NA,NA,1134445,3579
2013-01-01 04:30:00,HRCC,2013-01-01,04:30:00,-1.613,1134444,3580,0.024,NA,NA,NA,1134445,3580
2013-01-01 05:00:00,HRCC,2013-01-01,05:00:00,-1.584,1134444,3581,0.024,NA,NA,NA,1134445,3581
2013-01-01 05:30:00,HRCC,2013-01-01,05:30:00,-1.47,1134444,3582,0.024,NA,NA,NA,1134445,3582
2013-01-01 06:00:00,HRCC,2013-01-01,06:00:00,-1.584,1134444,3583,0.024,NA,NA,NA,1134445,3583
2013-01-01 06:30:00,HRCC,2013-01-01,06:30:00,-1.641,1134444,3584,0.024,NA,NA,NA,1134445,3584
2013-01-01 07:00:00,HRCC,2013-01-01,07:00:00,-1.814,1134444,3585,0.024,NA,NA,NA,1134445,3585
2013-01-01 07:30:00,HRCC,2013-01-01,07:30:00,-1.756,1134444,3586,0.024,NA,NA,NA,1134445,3586
2013-01-01 08:00:00,HRCC,2013-01-01,08:00:00,-1.441,1134444,3587,0.024,NA,NA,NA,1134445,3587
2013-01-01 08:30:00,HRCC,2013-01-01,08:30:00,-1.356,1134444,3588,0.024,NA,NA,NA,1134445,3588
2013-01-01 09:00:00,HRCC,2013-01-01,09:00:00,-1.384,1134444,3589,0.024,NA,NA,NA,1134445,3589
2013-01-01 09:30:00,HRCC,2013-01-01,09:30:00,-1.556,1134444,3590,0.024,NA,NA,NA,1134445,3590
2013-01-01 10:00:00,HRCC,2013-01-01,10:00:00,-1.242,1134444,3591,0.051,NA,NA,NA,1134445,3591
2013-01-01 10:30:00,HRCC,2013-01-01,10:30:00,-1.327,1134444,3592,0.051,NA,NA,NA,1134445,3592
2013-01-01 11:00:00,HRCC,2013-01-01,11:00:00,-1.47,1134444,3593,0.051,NA,NA,NA,1134445,3593
2013-01-01 11:30:00,HRCC,2013-01-01,11:30:00,-0.845,1134444,3594,0.051,NA,NA,NA,1134445,3594
2013-01-01 12:00:00,HRCC,2013-01-01,12:00:00,-0.789,1134444,3595,0.079,NA,NA,NA,1134445,3595
2013-01-01 12:30:00,HRCC,2013-01-01,12:30:00,-0.563,1134444,3596,0.079,NA,NA,NA,1134445,3596
2013-01-01 13:00:00,HRCC,2013-01-01,13:00:00,0.051,1134444,3597,0.079,NA,NA,NA,1134445,3597
2013-01-01 13:30:00,HRCC,2013-01-01,13:30:00,-0.367,1134444,3598,0.079,NA,NA,NA,1134445,3598
2013-01-01 14:00:00,HRCC,2013-01-01,14:00:00,-0.143,1134444,3599,0.079,NA,NA,NA,1134445,3599
2013-01-01 14:30:00,HRCC,2013-01-01,14:30:00,-1.015,1134444,3600,0.079,NA,NA,NA,1134445,3600
2013-01-01 15:00:00,HRCC,2013-01-01,15:00:00,-1.584,1134444,3601,0.079,NA,NA,NA,1134445,3601
2013-01-01 15:30:00,HRCC,2013-01-01,15:30:00,-2.073,1134444,3602,0.024,NA,NA,NA,1134445,3602
2013-01-01 16:00:00,HRCC,2013-01-01,16:00:00,-2.305,1134444,3603,0.024,NA,NA,NA,1134445,3603
2013-01-01 16:30:00,HRCC,2013-01-01,16:30:00,-2.83,1134444,3604,0.024,NA,NA,NA,1134445,3604
2013-01-01 17:00:00,HRCC,2013-01-01,17:00:00,-3.183,1134444,3605,0.024,NA,NA,NA,1134445,3605
2013-01-01 17:30:00,HRCC,2013-01-01,17:30:00,-3.598,1134444,3606,-0.004,NA,NA,NA,1134445,3606
2013-01-01 18:00:00,HRCC,2013-01-01,18:00:00,-3.866,1134444,3607,-0.032,NA,NA,NA,1134445,3607
2013-01-01 18:30:00,HRCC,2013-01-01,18:30:00,-4.076,1134444,3608,-0.032,NA,NA,NA,1134445,3608
2013-01-01 19:00:00,HRCC,2013-01-01,19:00:00,-4.53,1134444,3609,-0.032,NA,NA,NA,1134445,3609
2013-01-01 19:30:00,HRCC,2013-01-01,19:30:00,-4.773,1134444,3610,-0.032,NA,NA,NA,1134445,3610
2013-01-01 20:00:00,HRCC,2013-01-01,20:00:00,-5.172,1134444,3611,-0.032,NA,NA,NA,1134445,3611
2013-01-01 20:30:00,HRCC,2013-01-01,20:30:00,-5.636,1134444,3612,-0.06,NA,NA,NA,1134445,3612
2013-01-01 21:00:00,HRCC,2013-01-01,21:00:00,-5.948,1134444,3613,-0.06,NA,NA,NA,1134445,3613
2013-01-01 21:30:00,HRCC,2013-01-01,21:30:00,-6.42,1134444,3614,-0.06,NA,NA,NA,1134445,3614
2013-01-01 22:00:00,HRCC,2013-01-01,22:00:00,-6.61,1134444,3615,-0.06,NA,NA,NA,1134445,3615
2013-01-01 22:30:00,HRCC,2013-01-01,22:30:00,-6.77,1134444,3616,-0.06,NA,NA,NA,1134445,3616
2013-01-01 23:00:00,HRCC,2013-01-01,23:00:00,-7.026,1134444,3617,-0.06,NA,NA,NA,1134445,3617
2013-01-01 23:30:00,HRCC,2013-01-01,23:30:00,-7.251,1134444,3618,-0.06,NA,NA,NA,1134445,3618
2013-01-02 00:00:00,HRCC,2013-01-02,00:00:00,-7.251,1134444,3619,-0.06,NA,NA,NA,1134445,3619
2013-01-02 00:30:00,HRCC,2013-01-02,00:30:00,-7.445,1134444,3620,-0.06,NA,NA,NA,1134445,3620
2013-01-02 01:00:00,HRCC,2013-01-02,01:00:00,-7.706,1134444,3621,-0.06,NA,NA,NA,1134445,3621
2013-01-02 01:30:00,HRCC,2013-01-02,01:30:00,-8.563,1134444,3622,-0.06,NA,NA,NA,1134445,3622
2013-01-02 02:00:00,HRCC,2013-01-02,02:00:00,-8.764,1134444,3623,-0.06,NA,NA,NA,1134445,3623
2013-01-02 02:30:00,HRCC,2013-01-02,02:30:00,-8.63,1134444,3624,-0.06,NA,NA,NA,1134445,3624
2013-01-02 03:00:00,HRCC,2013-01-02,03:00:00,-8.43,1134444,3625,-0.06,NA,NA,NA,1134445,3625
2013-01-02 03:30:00,HRCC,2013-01-02,03:30:00,-8.198,1134444,3626,-0.06,NA,NA,NA,1134445,3626
2013-01-02 04:00:00,HRCC,2013-01-02,04:00:00,-8.331,1134444,3627,-0.06,NA,NA,NA,1134445,3627
2013-01-02 04:30:00,HRCC,2013-01-02,04:30:00,-8.932,1134444,3628,-0.06,NA,NA,NA,1134445,3628
2013-01-02 05:00:00,HRCC,2013-01-02,05:00:00,-9.508,1134444,3629,-0.06,NA,NA,NA,1134445,3629
2013-01-02 05:30:00,HRCC,2013-01-02,05:30:00,-9.954,1134444,3630,-0.06,NA,NA,NA,1134445,3630
2013-01-02 06:00:00,HRCC,2013-01-02,06:00:00,-10.546,1134444,3631,-0.06,NA,NA,NA,1134445,3631
2013-01-02 06:30:00,HRCC,2013-01-02,06:30:00,-11.04,1134444,3632,-0.06,NA,NA,NA,1134445,3632
2013-01-02 07:00:00,HRCC,2013-01-02,07:00:00,-11.831,1134444,3633,-0.06,NA,NA,NA,1134445,3633
2013-01-02 07:30:00,HRCC,2013-01-02,07:30:00,-12.417,1134444,3634,-0.06,NA,NA,NA,1134445,3634
2013-01-02 08:00:00,HRCC,2013-01-02,08:00:00,-12.233,1134444,3635,-0.06,NA,NA,NA,1134445,3635
2013-01-02 08:30:00,HRCC,2013-01-02,08:30:00,-12.863,1134444,3636,-0.06,NA,NA,NA,1134445,3636
2013-01-02 09:00:00,HRCC,2013-01-02,09:00:00,-13.315,1134444,3637,-0.06,NA,NA,NA,1134445,3637
2013-01-02 09:30:00,HRCC,2013-01-02,09:30:00,-12.233,1134444,3638,-0.06,NA,NA,NA,1134445,3638
2013-01-02 10:00:00,HRCC,2013-01-02,10:00:00,-11.04,1134444,3639,-0.06,NA,NA,NA,1134445,3639
2013-01-02 10:30:00,HRCC,2013-01-02,10:30:00,-8.764,1134444,3640,-0.06,NA,NA,NA,1134445,3640
2013-01-02 11:00:00,HRCC,2013-01-02,11:00:00,-7.251,1134444,3641,-0.06,NA,NA,NA,1134445,3641
2013-01-02 11:30:00,HRCC,2013-01-02,11:30:00,-6.042,1134444,3642,-0.032,NA,NA,NA,1134445,3642
2013-01-02 12:00:00,HRCC,2013-01-02,12:00:00,-4.682,1134444,3643,-0.032,NA,NA,NA,1134445,3643
2013-01-02 12:30:00,HRCC,2013-01-02,12:30:00,-3.687,1134444,3644,-0.032,NA,NA,NA,1134445,3644
2013-01-02 13:00:00,HRCC,2013-01-02,13:00:00,-3.896,1134444,3645,-0.032,NA,NA,NA,1134445,3645
2013-01-02 13:30:00,HRCC,2013-01-02,13:30:00,-3.538,1134444,3646,-0.032,NA,NA,NA,1134445,3646
2013-01-02 14:00:00,HRCC,2013-01-02,14:00:00,-3.36,1134444,3647,-0.032,NA,NA,NA,1134445,3647
2013-01-02 14:30:00,HRCC,2013-01-02,14:30:00,-3.36,1134444,3648,-0.032,NA,NA,NA,1134445,3648
2013-01-02 15:00:00,HRCC,2013-01-02,15:00:00,-3.479,1134444,3649,-0.032,NA,NA,NA,1134445,3649
2013-01-02 15:30:00,HRCC,2013-01-02,15:30:00,-3.627,1134444,3650,-0.032,NA,NA,NA,1134445,3650
2013-01-02 16:00:00,HRCC,2013-01-02,16:00:00,-3.449,1134444,3651,-0.032,NA,NA,NA,1134445,3651
2013-01-02 16:30:00,HRCC,2013-01-02,16:30:00,-3.807,1134444,3652,-0.032,NA,NA,NA,1134445,3652
2013-01-02 17:00:00,HRCC,2013-01-02,17:00:00,-4.137,1134444,3653,-0.032,NA,NA,NA,1134445,3653
2013-01-02 17:30:00,HRCC,2013-01-02,17:30:00,-4.408,1134444,3654,-0.06,NA,NA,NA,1134445,3654
2013-01-02 18:00:00,HRCC,2013-01-02,18:00:00,-4.59,1134444,3655,-0.06,NA,NA,NA,1134445,3655
2013-01-02 18:30:00,HRCC,2013-01-02,18:30:00,-4.773,1134444,3656,-0.06,NA,NA,NA,1134445,3656
2013-01-02 19:00:00,HRCC,2013-01-02,19:00:00,-5.11,1134444,3657,-0.06,NA,NA,NA,1134445,3657
2013-01-02 19:30:00,HRCC,2013-01-02,19:30:00,-5.511,1134444,3658,-0.06,NA,NA,NA,1134445,3658
2013-01-02 20:00:00,HRCC,2013-01-02,20:00:00,-5.885,1134444,3659,-0.06,NA,NA,NA,1134445,3659
2013-01-02 20:30:00,HRCC,2013-01-02,20:30:00,-6.105,1134444,3660,-0.06,NA,NA,NA,1134445,3660
2013-01-02 21:00:00,HRCC,2013-01-02,21:00:00,-6.357,1134444,3661,-0.06,NA,NA,NA,1134445,3661
2013-01-02 21:30:00,HRCC,2013-01-02,21:30:00,-6.579,1134444,3662,-0.06,NA,NA,NA,1134445,3662
2013-01-02 22:00:00,HRCC,2013-01-02,22:00:00,-6.962,1134444,3663,-0.06,NA,NA,NA,1134445,3663
2013-01-02 22:30:00,HRCC,2013-01-02,22:30:00,-7.187,1134444,3664,-0.06,NA,NA,NA,1134445,3664
2013-01-02 23:00:00,HRCC,2013-01-02,23:00:00,-7.836,1134444,3665,-0.06,NA,NA,NA,1134445,3665
2013-01-02 23:30:00,HRCC,2013-01-02,23:30:00,-8.066,1134444,3666,-0.06,NA,NA,NA,1134445,3666
2013-01-03 00:00:00,HRCC,2013-01-03,00:00:00,-7.804,1134444,3667,-0.06,NA,NA,NA,1134445,3667
2013-01-03 00:30:00,HRCC,2013-01-03,00:30:00,-8.364,1134444,3668,-0.06,NA,NA,NA,1134445,3668
2013-01-03 01:00:00,HRCC,2013-01-03,01:00:00,-8.932,1134444,3669,-0.06,NA,NA,NA,1134445,3669
